,Age,Attrition,BusinessTravel,DailyRate,Department,DistanceFromHome,Education,EducationField,EmployeeCount,EmployeeNumber,EnvironmentSatisfaction,Gender,HourlyRate,JobInvolvement,JobLevel,JobRole,JobSatisfaction,MaritalStatus,MonthlyIncome,MonthlyRate,NumCompaniesWorked,Over18,OverTime,PercentSalaryHike,PerformanceRating,RelationshipSatisfaction,StandardHours,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager
1200,44.0,No,Travel_Rarely,,,1.0,3.0,Life Sciences,1.0,1683.0,3.0,Female,44.0,3.0,1.0,Human Resources,,Divorced,3195.0,,4.0,Y,Yes,18.0,3.0,1.0,80.0,3.0,8.0,2.0,3.0,2.0,,2.0,2.0
1201,23.0,Yes,Travel_Rarely,1320.0,Research & Development,8.0,1.0,Medical,1.0,1684.0,4.0,Male,,2.0,1.0,Laboratory Technician,3.0,Single,3989.0,20586.0,,Y,Yes,11.0,3.0,,,0.0,5.0,2.0,,5.0,4.0,1.0,2.0
1202,38.0,No,Travel_Rarely,1495.0,,4.0,2.0,Medical,1.0,1687.0,4.0,,87.0,3.0,1.0,Laboratory Technician,3.0,Married,3306.0,,7.0,Y,No,19.0,3.0,4.0,,1.0,7.0,5.0,2.0,0.0,0.0,0.0,0.0
1203,,No,,1395.0,Research & Development,24.0,4.0,Medical,1.0,1689.0,,Male,48.0,4.0,3.0,Healthcare Representative,4.0,Married,7005.0,3458.0,3.0,,No,15.0,3.0,3.0,,0.0,,2.0,3.0,4.0,3.0,,2.0
1204,48.0,Yes,Travel_Frequently,708.0,,7.0,,Medical,1.0,1691.0,4.0,Female,95.0,3.0,1.0,Sales Representative,,Married,,,2.0,Y,Yes,,3.0,3.0,80.0,2.0,19.0,3.0,,,7.0,7.0,7.0
1205,32.0,Yes,Travel_Rarely,1259.0,Research & Development,2.0,4.0,Life Sciences,1.0,1692.0,,Male,,3.0,1.0,Laboratory Technician,,,,24852.0,1.0,Y,No,12.0,3.0,1.0,80.0,0.0,1.0,2.0,3.0,,0.0,0.0,0.0
1206,,No,,786.0,Research & Development,7.0,3.0,Medical,,1693.0,4.0,Male,76.0,3.0,1.0,,,Single,2570.0,11925.0,1.0,,No,20.0,4.0,3.0,80.0,0.0,7.0,5.0,3.0,7.0,7.0,5.0,7.0
1207,,No,,,Research & Development,,,,1.0,1694.0,,Male,94.0,,,Research Scientist,2.0,Divorced,3537.0,23737.0,,Y,No,12.0,3.0,4.0,80.0,1.0,8.0,1.0,3.0,4.0,2.0,1.0,2.0
1208,34.0,No,Travel_Rarely,1157.0,Research & Development,5.0,2.0,Medical,1.0,1696.0,,Male,57.0,,,Laboratory Technician,4.0,,3986.0,11912.0,1.0,,No,14.0,3.0,,80.0,1.0,15.0,3.0,,15.0,10.0,4.0,13.0
1209,60.0,No,,370.0,Research & Development,1.0,4.0,,1.0,,3.0,,,1.0,3.0,Healthcare Representative,4.0,,10883.0,20467.0,3.0,Y,No,20.0,4.0,3.0,80.0,,19.0,2.0,4.0,1.0,,0.0,0.0
1210,33.0,No,Travel_Rarely,,Research & Development,21.0,3.0,Medical,1.0,1698.0,,Male,79.0,4.0,1.0,Laboratory Technician,2.0,,2028.0,13637.0,1.0,,No,18.0,3.0,4.0,80.0,3.0,,6.0,3.0,,11.0,2.0,13.0
1211,37.0,No,Travel_Frequently,1278.0,Sales,1.0,4.0,Medical,,1700.0,,Male,,1.0,,,4.0,Divorced,9525.0,7677.0,1.0,Y,No,14.0,3.0,3.0,80.0,2.0,6.0,,2.0,6.0,3.0,1.0,3.0
1212,,No,Travel_Rarely,678.0,Research & Development,19.0,3.0,,1.0,1701.0,2.0,,35.0,2.0,,Research Scientist,,Married,2929.0,,,Y,,12.0,,2.0,,,10.0,3.0,,10.0,9.0,8.0,
1213,23.0,Yes,Travel_Rarely,,Sales,7.0,3.0,Life Sciences,,1702.0,,Male,99.0,3.0,1.0,Sales Representative,4.0,Divorced,2275.0,,,Y,Yes,,,2.0,80.0,,,2.0,,3.0,,,
1214,44.0,No,Travel_Rarely,921.0,Research & Development,2.0,,Life Sciences,1.0,,3.0,Female,,4.0,,Healthcare Representative,4.0,,7879.0,14810.0,1.0,Y,Yes,,3.0,2.0,80.0,1.0,9.0,,3.0,8.0,7.0,6.0,7.0
1215,35.0,No,Travel_Frequently,146.0,Research & Development,2.0,4.0,Medical,1.0,1704.0,,Male,79.0,2.0,1.0,Research Scientist,,Single,,,,,Yes,14.0,3.0,3.0,80.0,,6.0,2.0,,5.0,4.0,,
1216,43.0,No,Travel_Rarely,1179.0,Sales,2.0,3.0,,1.0,1706.0,4.0,,73.0,,,Sales Executive,,Married,,6069.0,1.0,Y,Yes,17.0,3.0,1.0,80.0,1.0,10.0,3.0,3.0,10.0,,8.0,
1217,24.0,No,Travel_Rarely,581.0,,9.0,3.0,Medical,1.0,1707.0,3.0,Male,,,1.0,Research Scientist,3.0,Married,4401.0,17616.0,1.0,,No,16.0,,4.0,80.0,1.0,5.0,1.0,3.0,5.0,3.0,0.0,4.0
1218,,No,Travel_Rarely,918.0,Sales,6.0,3.0,Marketing,1.0,1708.0,,Male,35.0,3.0,3.0,Sales Executive,,Single,9241.0,15869.0,1.0,Y,No,12.0,3.0,,80.0,0.0,10.0,3.0,3.0,10.0,8.0,8.0,7.0
1219,29.0,No,Travel_Rarely,1082.0,,9.0,4.0,Medical,1.0,1709.0,4.0,,43.0,3.0,1.0,,3.0,Married,2974.0,,,Y,No,17.0,,3.0,80.0,1.0,9.0,2.0,3.0,5.0,3.0,1.0,
1220,36.0,No,Travel_Rarely,530.0,,2.0,4.0,,1.0,1710.0,3.0,Female,51.0,3.0,2.0,Sales Representative,4.0,Single,4502.0,7439.0,3.0,Y,,,3.0,,80.0,0.0,17.0,2.0,2.0,,7.0,6.0,7.0
1221,45.0,No,Non-Travel,1238.0,Research & Development,1.0,1.0,,1.0,1712.0,3.0,Male,74.0,2.0,3.0,Healthcare Representative,,Married,10748.0,3395.0,3.0,,No,23.0,4.0,4.0,80.0,1.0,25.0,3.0,2.0,23.0,15.0,14.0,
1222,24.0,Yes,Travel_Rarely,240.0,Human Resources,22.0,1.0,Human Resources,,1714.0,4.0,Male,58.0,,1.0,,3.0,Married,1555.0,11585.0,1.0,,No,11.0,3.0,3.0,80.0,1.0,1.0,2.0,3.0,1.0,,0.0,0.0
1223,,Yes,,,Sales,9.0,3.0,Life Sciences,1.0,1716.0,3.0,Male,82.0,1.0,4.0,Sales Executive,3.0,Married,12936.0,,7.0,Y,No,,3.0,,80.0,0.0,25.0,3.0,1.0,23.0,5.0,14.0,10.0
1224,26.0,No,,390.0,Research & Development,,4.0,Medical,1.0,1718.0,4.0,Male,62.0,1.0,1.0,Laboratory Technician,3.0,Married,,6217.0,1.0,Y,No,,3.0,3.0,80.0,3.0,3.0,3.0,4.0,3.0,2.0,0.0,2.0
1225,45.0,No,Travel_Rarely,1005.0,Research & Development,28.0,2.0,,,1719.0,4.0,Female,48.0,,4.0,Research Director,,Single,,17119.0,1.0,Y,,11.0,3.0,,80.0,0.0,21.0,2.0,3.0,21.0,6.0,8.0,
1226,32.0,No,,,Research & Development,10.0,,Life Sciences,1.0,1720.0,1.0,,56.0,3.0,1.0,,,,3433.0,17360.0,,Y,,,3.0,,80.0,1.0,10.0,,,,,1.0,
1227,31.0,No,,,Research & Development,2.0,,Life Sciences,,1721.0,2.0,Male,69.0,3.0,1.0,Laboratory Technician,3.0,Married,3477.0,,1.0,Y,No,,3.0,4.0,80.0,1.0,,2.0,,5.0,2.0,0.0,3.0
1228,41.0,No,Non-Travel,,Human Resources,4.0,3.0,Human Resources,,1722.0,3.0,Male,60.0,1.0,2.0,Human Resources,2.0,Married,6430.0,20794.0,6.0,Y,No,,3.0,2.0,80.0,1.0,10.0,4.0,,3.0,2.0,1.0,2.0
1229,40.0,No,Travel_Rarely,369.0,Research & Development,8.0,2.0,Life Sciences,1.0,1724.0,2.0,,92.0,,2.0,Manufacturing Director,1.0,Married,6516.0,5041.0,2.0,Y,Yes,16.0,3.0,2.0,,1.0,18.0,3.0,3.0,1.0,0.0,,
1230,,No,,,Research & Development,29.0,1.0,Medical,1.0,1725.0,2.0,Male,91.0,3.0,1.0,Laboratory Technician,1.0,Divorced,3907.0,3622.0,,Y,No,13.0,3.0,,80.0,3.0,,2.0,4.0,6.0,,1.0,
1231,46.0,No,Travel_Rarely,717.0,,,4.0,,,,3.0,Male,34.0,3.0,,Healthcare Representative,2.0,,5562.0,9697.0,6.0,Y,No,14.0,3.0,4.0,,0.0,19.0,3.0,3.0,10.0,7.0,0.0,9.0
1232,35.0,No,,,Research & Development,27.0,4.0,Life Sciences,1.0,1728.0,4.0,Male,,3.0,2.0,,3.0,,6883.0,5151.0,,Y,,16.0,,2.0,80.0,1.0,17.0,,3.0,,7.0,0.0,7.0
1233,30.0,No,Travel_Rarely,793.0,,16.0,1.0,Life Sciences,1.0,1729.0,,,33.0,3.0,1.0,Research Scientist,4.0,Married,2862.0,,1.0,,No,12.0,3.0,2.0,80.0,1.0,10.0,,2.0,10.0,0.0,0.0,8.0
1234,47.0,No,,543.0,Sales,2.0,,,1.0,1731.0,3.0,Male,87.0,,,Sales Executive,2.0,Married,,3536.0,7.0,,No,11.0,3.0,4.0,80.0,,4.0,3.0,1.0,1.0,0.0,0.0,0.0
1235,46.0,No,,1277.0,,2.0,3.0,,,1732.0,3.0,Male,74.0,,,Sales Executive,4.0,Divorced,10368.0,5596.0,4.0,Y,Yes,12.0,3.0,2.0,80.0,1.0,,5.0,2.0,,,0.0,3.0
1236,36.0,Yes,Travel_Rarely,1456.0,Sales,13.0,5.0,Marketing,1.0,,,Male,96.0,2.0,2.0,,1.0,Divorced,6134.0,8658.0,5.0,Y,,13.0,3.0,2.0,80.0,,,3.0,3.0,2.0,2.0,2.0,
1237,32.0,Yes,Travel_Rarely,964.0,,1.0,2.0,,1.0,1734.0,,Male,34.0,1.0,,Sales Executive,2.0,,6735.0,12147.0,,,,15.0,3.0,2.0,80.0,0.0,,2.0,3.0,0.0,0.0,0.0,0.0
1238,23.0,No,Travel_Rarely,,Research & Development,,,Medical,,1735.0,3.0,Female,,3.0,1.0,Laboratory Technician,2.0,,3295.0,,1.0,Y,No,,3.0,3.0,80.0,0.0,3.0,3.0,1.0,,2.0,1.0,2.0
1239,31.0,No,Travel_Frequently,163.0,Research & Development,24.0,1.0,Technical Degree,1.0,,,Female,30.0,3.0,2.0,Manufacturing Director,4.0,,5238.0,,2.0,Y,No,20.0,4.0,,80.0,0.0,9.0,3.0,2.0,5.0,4.0,,4.0
1240,39.0,No,,,Research & Development,,3.0,Life Sciences,,1737.0,,,77.0,,2.0,,4.0,Married,6472.0,,1.0,Y,Yes,15.0,3.0,4.0,80.0,1.0,9.0,,3.0,9.0,8.0,5.0,8.0
1241,32.0,No,Travel_Rarely,371.0,Sales,19.0,3.0,Life Sciences,,1739.0,4.0,Male,80.0,1.0,3.0,Sales Executive,3.0,Married,9610.0,3840.0,3.0,Y,No,,3.0,3.0,80.0,1.0,10.0,,1.0,,3.0,0.0,
1242,40.0,No,Travel_Rarely,611.0,Sales,7.0,4.0,Medical,,1740.0,2.0,Male,88.0,3.0,5.0,Manager,2.0,Single,19833.0,,1.0,Y,,,,,80.0,,21.0,,2.0,21.0,8.0,12.0,8.0
1243,45.0,No,Travel_Rarely,,Human Resources,,,Life Sciences,1.0,1744.0,3.0,Female,56.0,1.0,3.0,Human Resources,3.0,Married,9756.0,6595.0,,Y,No,21.0,,3.0,80.0,,9.0,2.0,4.0,5.0,0.0,,3.0
1244,30.0,No,Travel_Frequently,1312.0,Research & Development,2.0,,Technical Degree,1.0,1745.0,4.0,Female,78.0,,1.0,Research Scientist,1.0,Single,4968.0,,,Y,,16.0,3.0,4.0,80.0,0.0,10.0,2.0,3.0,9.0,7.0,0.0,
1245,,No,Travel_Frequently,897.0,,10.0,3.0,Medical,,1746.0,1.0,Male,,3.0,1.0,Human Resources,4.0,Married,2145.0,2097.0,,Y,No,14.0,3.0,4.0,80.0,1.0,3.0,2.0,3.0,2.0,2.0,2.0,1.0
1246,30.0,Yes,Travel_Frequently,600.0,Human Resources,,3.0,Human Resources,1.0,1747.0,,,66.0,2.0,1.0,Human Resources,4.0,Divorced,2180.0,9732.0,6.0,Y,No,11.0,3.0,3.0,80.0,,6.0,0.0,,4.0,2.0,1.0,
1247,31.0,No,Travel_Rarely,,Sales,5.0,,Technical Degree,1.0,1749.0,,Male,,3.0,2.0,Sales Executive,3.0,Married,8346.0,20943.0,1.0,Y,No,,3.0,3.0,80.0,1.0,,3.0,3.0,,2.0,,2.0
1248,27.0,No,Travel_Rarely,1054.0,Research & Development,8.0,,,1.0,1751.0,3.0,Female,,3.0,,Research Scientist,,Single,3445.0,6152.0,1.0,Y,No,11.0,3.0,3.0,80.0,0.0,6.0,,,6.0,2.0,1.0,4.0
1249,29.0,Yes,Travel_Rarely,428.0,Sales,,3.0,Marketing,,1752.0,2.0,Female,52.0,,,Sales Representative,2.0,Single,,,1.0,Y,No,13.0,3.0,3.0,80.0,0.0,,3.0,3.0,2.0,2.0,2.0,
1250,,No,Travel_Frequently,461.0,Research & Development,1.0,,Life Sciences,1.0,,4.0,Male,70.0,4.0,2.0,Healthcare Representative,3.0,Single,6294.0,23060.0,8.0,Y,Yes,12.0,3.0,4.0,80.0,0.0,10.0,5.0,4.0,3.0,2.0,0.0,2.0
1251,30.0,No,Travel_Rarely,979.0,,15.0,,Marketing,1.0,1754.0,3.0,Male,94.0,2.0,3.0,Sales Executive,1.0,Divorced,7140.0,,2.0,Y,No,11.0,3.0,1.0,,1.0,12.0,2.0,,7.0,,1.0,
1252,34.0,No,,,,2.0,4.0,,1.0,1755.0,4.0,Male,97.0,4.0,1.0,Research Scientist,4.0,,2932.0,5586.0,0.0,Y,Yes,14.0,,1.0,80.0,3.0,6.0,3.0,,5.0,0.0,1.0,2.0
1253,33.0,No,Non-Travel,1283.0,Sales,2.0,3.0,,,1756.0,,Female,,3.0,,Sales Executive,,Single,,10697.0,8.0,Y,,15.0,,,80.0,0.0,13.0,2.0,,11.0,7.0,1.0,
1254,49.0,No,Travel_Rarely,1313.0,Sales,11.0,4.0,Marketing,,,4.0,,80.0,3.0,,Sales Executive,4.0,Single,4507.0,8191.0,3.0,Y,No,12.0,,3.0,80.0,,8.0,1.0,4.0,,1.0,0.0,4.0
1255,33.0,Yes,Travel_Rarely,211.0,Sales,16.0,,,1.0,1758.0,1.0,Female,74.0,3.0,3.0,Sales Executive,,Single,8564.0,10092.0,2.0,Y,Yes,20.0,4.0,3.0,80.0,0.0,11.0,2.0,,0.0,,,0.0
1256,38.0,No,Travel_Frequently,594.0,Research & Development,2.0,2.0,,1.0,1760.0,,,75.0,2.0,,Laboratory Technician,2.0,Married,2468.0,,4.0,,No,14.0,3.0,2.0,80.0,1.0,,4.0,2.0,6.0,1.0,0.0,5.0
1257,,Yes,Travel_Rarely,1079.0,Sales,16.0,4.0,,1.0,1761.0,1.0,Male,70.0,3.0,3.0,Sales Executive,3.0,Married,8161.0,19002.0,2.0,Y,,13.0,3.0,1.0,80.0,3.0,10.0,2.0,3.0,1.0,0.0,,
1258,29.0,No,,590.0,Research & Development,4.0,3.0,Technical Degree,1.0,1762.0,4.0,,,2.0,1.0,Research Scientist,,Divorced,2109.0,10007.0,,Y,No,13.0,3.0,3.0,80.0,1.0,,2.0,3.0,1.0,0.0,,0.0
1259,30.0,No,Travel_Rarely,305.0,Research & Development,16.0,3.0,Life Sciences,1.0,1763.0,3.0,Male,,4.0,2.0,Healthcare Representative,3.0,Married,5294.0,9128.0,3.0,,No,16.0,3.0,,80.0,1.0,,3.0,3.0,7.0,,1.0,7.0
1260,,No,Non-Travel,,Research & Development,5.0,4.0,Technical Degree,1.0,1764.0,2.0,,65.0,3.0,1.0,Research Scientist,2.0,Single,2718.0,17674.0,2.0,Y,No,14.0,,2.0,80.0,0.0,12.0,3.0,3.0,7.0,,0.0,7.0
1261,38.0,No,Travel_Rarely,,Research & Development,18.0,3.0,Medical,1.0,,2.0,Male,60.0,1.0,2.0,Healthcare Representative,4.0,,5811.0,24539.0,3.0,,Yes,,3.0,3.0,80.0,1.0,15.0,,3.0,1.0,0.0,1.0,0.0
1262,43.0,Yes,Travel_Frequently,807.0,Research & Development,17.0,,Technical Degree,,1767.0,,Male,38.0,2.0,1.0,Research Scientist,,Married,2437.0,15587.0,9.0,Y,Yes,16.0,3.0,4.0,80.0,,,4.0,3.0,1.0,0.0,0.0,0.0
1263,42.0,No,Travel_Rarely,,Research & Development,12.0,3.0,Medical,1.0,1768.0,2.0,Male,57.0,3.0,1.0,Laboratory Technician,2.0,Divorced,2766.0,,,Y,No,,,2.0,,,7.0,,2.0,5.0,3.0,,4.0
1264,,No,Travel_Rarely,478.0,,2.0,3.0,,1.0,1770.0,3.0,Male,60.0,,5.0,Research Director,1.0,Married,19038.0,19805.0,8.0,Y,No,,,2.0,80.0,3.0,,2.0,3.0,1.0,0.0,0.0,0.0
1265,,No,Non-Travel,775.0,Research & Development,4.0,3.0,Technical Degree,1.0,,4.0,Male,90.0,3.0,2.0,Research Scientist,2.0,Divorced,3055.0,6194.0,5.0,Y,No,15.0,3.0,4.0,80.0,2.0,11.0,2.0,2.0,9.0,8.0,1.0,7.0
1266,41.0,No,Travel_Rarely,548.0,Research & Development,9.0,4.0,Life Sciences,1.0,1772.0,3.0,Male,94.0,3.0,1.0,Laboratory Technician,1.0,Divorced,2289.0,20520.0,1.0,Y,,20.0,4.0,2.0,80.0,2.0,5.0,2.0,3.0,5.0,3.0,,4.0
1267,,No,,1375.0,Sales,10.0,3.0,Life Sciences,1.0,1774.0,,Male,87.0,3.0,,Sales Executive,,Divorced,4001.0,12313.0,,Y,Yes,,3.0,3.0,80.0,1.0,15.0,3.0,3.0,15.0,14.0,,7.0
1268,53.0,No,,661.0,Research & Development,1.0,4.0,,1.0,1775.0,1.0,Female,60.0,,4.0,Manufacturing Director,3.0,,,22308.0,4.0,Y,Yes,20.0,4.0,4.0,80.0,,27.0,2.0,,3.0,2.0,0.0,2.0
1269,43.0,No,Travel_Rarely,244.0,Human Resources,2.0,3.0,Life Sciences,,1778.0,2.0,Male,97.0,3.0,,,,Single,3539.0,5033.0,0.0,Y,No,13.0,3.0,2.0,80.0,0.0,10.0,,3.0,9.0,7.0,1.0,8.0
1270,34.0,No,Travel_Rarely,511.0,Sales,3.0,,,1.0,1779.0,4.0,Female,,,2.0,Sales Executive,,Single,6029.0,25353.0,,Y,No,12.0,,1.0,,,6.0,3.0,,,2.0,2.0,2.0
1271,21.0,Yes,Travel_Rarely,337.0,Sales,7.0,1.0,Marketing,,1780.0,2.0,Male,31.0,3.0,1.0,Sales Representative,2.0,Single,2679.0,4567.0,,Y,No,13.0,3.0,,80.0,,1.0,3.0,3.0,1.0,0.0,1.0,0.0
1272,38.0,No,,,Research & Development,6.0,2.0,Other,1.0,1782.0,4.0,Female,40.0,2.0,1.0,Laboratory Technician,3.0,Married,3702.0,16376.0,1.0,Y,No,,,,,1.0,5.0,3.0,3.0,,4.0,0.0,4.0
1273,22.0,Yes,Travel_Rarely,1294.0,,8.0,1.0,Medical,,1783.0,,Female,79.0,3.0,1.0,,1.0,Married,2398.0,15999.0,1.0,Y,,17.0,3.0,3.0,80.0,0.0,1.0,6.0,3.0,1.0,0.0,0.0,
1274,31.0,No,Travel_Rarely,196.0,Sales,29.0,,Marketing,1.0,1784.0,1.0,Female,91.0,2.0,2.0,Sales Executive,4.0,Married,5468.0,,1.0,Y,No,14.0,3.0,1.0,80.0,2.0,13.0,3.0,3.0,12.0,7.0,5.0,
1275,51.0,No,Travel_Rarely,942.0,Research & Development,3.0,3.0,Technical Degree,1.0,1786.0,,Female,53.0,3.0,3.0,Manager,3.0,Married,,,2.0,,No,11.0,,4.0,,0.0,,,3.0,2.0,2.0,2.0,
1276,37.0,No,Travel_Rarely,589.0,Sales,9.0,2.0,Marketing,1.0,,,,46.0,2.0,,Sales Executive,2.0,Married,4189.0,8800.0,,,No,14.0,3.0,1.0,80.0,2.0,,,3.0,5.0,2.0,0.0,3.0
1277,46.0,No,Travel_Rarely,734.0,Research & Development,2.0,4.0,,1.0,1789.0,,Male,46.0,3.0,5.0,Research Director,,Divorced,19328.0,14218.0,7.0,Y,Yes,,3.0,3.0,,1.0,,3.0,3.0,2.0,1.0,,2.0
1278,36.0,No,,1383.0,Research & Development,10.0,3.0,Life Sciences,1.0,1790.0,4.0,Male,,3.0,3.0,,1.0,Married,8321.0,25949.0,7.0,Y,Yes,13.0,3.0,,80.0,,15.0,1.0,,12.0,,5.0,7.0
1279,44.0,Yes,,,,1.0,2.0,Medical,1.0,1792.0,3.0,,,3.0,1.0,Research Scientist,,Divorced,2342.0,11092.0,1.0,Y,Yes,12.0,3.0,3.0,80.0,3.0,6.0,2.0,2.0,5.0,3.0,2.0,3.0
1280,37.0,No,,1239.0,Human Resources,8.0,2.0,Other,1.0,1794.0,3.0,Male,89.0,3.0,2.0,Human Resources,2.0,Divorced,4071.0,,,,No,13.0,3.0,,80.0,0.0,19.0,,2.0,10.0,0.0,4.0,7.0
1281,,Yes,,,Sales,27.0,3.0,,1.0,1797.0,3.0,Male,84.0,3.0,2.0,Sales Executive,,Single,5813.0,13492.0,1.0,,Yes,,,,80.0,0.0,,,3.0,10.0,7.0,7.0,7.0
1282,33.0,No,Travel_Rarely,867.0,Research & Development,8.0,4.0,Life Sciences,1.0,1798.0,4.0,Male,90.0,4.0,1.0,,,Married,,6076.0,,,No,19.0,3.0,,80.0,1.0,14.0,1.0,3.0,10.0,8.0,7.0,6.0
1283,,No,Travel_Rarely,1181.0,,1.0,,Life Sciences,,1799.0,3.0,Male,82.0,,,Research Scientist,4.0,Married,2044.0,,1.0,Y,,11.0,,3.0,,1.0,5.0,,4.0,5.0,3.0,0.0,3.0
1284,,No,Travel_Rarely,1253.0,Research & Development,,,Medical,1.0,1800.0,3.0,Male,65.0,3.0,3.0,Research Director,,,13464.0,7914.0,7.0,Y,No,21.0,4.0,3.0,80.0,0.0,9.0,3.0,3.0,4.0,3.0,,
1285,46.0,No,Non-Travel,849.0,Sales,26.0,2.0,Life Sciences,1.0,1801.0,2.0,Male,,2.0,,Sales Executive,2.0,Single,7991.0,25166.0,8.0,Y,No,15.0,,3.0,80.0,0.0,6.0,3.0,3.0,2.0,2.0,2.0,2.0
1286,40.0,No,,616.0,,2.0,2.0,Life Sciences,1.0,1802.0,3.0,Female,99.0,,,Laboratory Technician,1.0,,3377.0,,4.0,,No,17.0,,4.0,80.0,1.0,7.0,5.0,2.0,4.0,3.0,0.0,2.0
1287,42.0,No,Travel_Rarely,1128.0,Research & Development,13.0,3.0,,1.0,1803.0,2.0,Male,95.0,,2.0,,1.0,Married,5538.0,5696.0,5.0,Y,,,3.0,3.0,,,10.0,2.0,2.0,0.0,0.0,,0.0
1288,35.0,No,Non-Travel,1180.0,Research & Development,2.0,2.0,,1.0,1804.0,2.0,Male,90.0,3.0,2.0,Manufacturing Director,4.0,Divorced,5762.0,24442.0,2.0,Y,No,14.0,3.0,3.0,80.0,1.0,15.0,6.0,,,7.0,1.0,7.0
1289,38.0,No,Non-Travel,1336.0,Human Resources,2.0,3.0,Human Resources,1.0,1805.0,1.0,Male,100.0,3.0,1.0,,2.0,Divorced,2592.0,7129.0,5.0,,No,13.0,3.0,4.0,80.0,3.0,13.0,3.0,3.0,11.0,10.0,3.0,
1290,,Yes,Travel_Frequently,234.0,Research & Development,9.0,4.0,,1.0,1807.0,4.0,Male,93.0,3.0,2.0,Laboratory Technician,1.0,Married,5346.0,6208.0,4.0,Y,No,17.0,3.0,3.0,80.0,1.0,11.0,3.0,,7.0,1.0,0.0,7.0
1291,37.0,Yes,Travel_Rarely,370.0,,10.0,4.0,Medical,1.0,1809.0,4.0,,58.0,,2.0,,1.0,Single,4213.0,4992.0,1.0,Y,No,,3.0,2.0,80.0,0.0,10.0,4.0,1.0,10.0,3.0,,8.0
1292,39.0,No,Travel_Frequently,766.0,Sales,20.0,3.0,Life Sciences,,1812.0,3.0,Male,83.0,,2.0,Sales Executive,4.0,Divorced,4127.0,19188.0,2.0,Y,,18.0,3.0,4.0,80.0,1.0,7.0,,,2.0,1.0,2.0,2.0
1293,43.0,No,Non-Travel,343.0,,,3.0,,1.0,,,Male,52.0,3.0,1.0,Research Scientist,3.0,Single,2438.0,24978.0,4.0,Y,No,,,3.0,80.0,0.0,7.0,,2.0,3.0,2.0,1.0,2.0
1294,41.0,No,Travel_Rarely,447.0,Research & Development,5.0,3.0,Life Sciences,,1814.0,2.0,Male,85.0,4.0,,Healthcare Representative,,Single,6870.0,15530.0,3.0,Y,No,12.0,3.0,1.0,80.0,0.0,11.0,3.0,,3.0,2.0,1.0,2.0
1295,41.0,No,Travel_Rarely,796.0,Sales,4.0,1.0,Marketing,1.0,1815.0,3.0,Female,,3.0,3.0,Sales Executive,,,10447.0,26458.0,0.0,Y,,13.0,3.0,4.0,80.0,1.0,23.0,3.0,4.0,,,,5.0
1296,30.0,No,Travel_Rarely,1092.0,,10.0,,Medical,1.0,1816.0,,,64.0,3.0,3.0,,,Single,9667.0,2739.0,9.0,Y,No,14.0,3.0,,80.0,0.0,9.0,,3.0,7.0,7.0,0.0,
1297,26.0,Yes,Travel_Rarely,920.0,Human Resources,20.0,2.0,Medical,1.0,1818.0,4.0,,69.0,3.0,1.0,Human Resources,2.0,Married,2148.0,6889.0,0.0,Y,,11.0,,3.0,,0.0,6.0,3.0,3.0,,,1.0,4.0
1298,,Yes,Travel_Rarely,261.0,Research & Development,21.0,2.0,Medical,1.0,,4.0,Female,66.0,3.0,2.0,Healthcare Representative,2.0,Married,8926.0,,4.0,Y,No,22.0,4.0,4.0,,1.0,,2.0,4.0,,7.0,3.0,7.0
1299,40.0,No,,,Research & Development,1.0,3.0,Life Sciences,1.0,1822.0,3.0,,,3.0,2.0,Healthcare Representative,4.0,Divorced,,9060.0,4.0,Y,No,17.0,,4.0,,,12.0,3.0,3.0,5.0,3.0,,3.0
1300,34.0,No,Travel_Rarely,810.0,Sales,8.0,2.0,Technical Degree,1.0,,2.0,Male,92.0,4.0,2.0,Sales Executive,,Married,6799.0,22128.0,,Y,,21.0,4.0,3.0,80.0,2.0,10.0,5.0,,10.0,8.0,4.0,8.0
1301,58.0,No,Non-Travel,350.0,Sales,2.0,3.0,Medical,1.0,1824.0,2.0,Male,52.0,3.0,4.0,Manager,,Divorced,16291.0,22577.0,4.0,Y,No,22.0,4.0,4.0,80.0,1.0,37.0,0.0,2.0,16.0,9.0,14.0,14.0
1302,35.0,No,,185.0,Research & Development,23.0,4.0,Medical,1.0,1826.0,2.0,Male,,1.0,1.0,Laboratory Technician,3.0,,2705.0,9696.0,0.0,Y,No,,3.0,2.0,80.0,1.0,6.0,,4.0,5.0,,,3.0
1303,47.0,No,,1001.0,Research & Development,4.0,,Life Sciences,1.0,1827.0,3.0,Female,92.0,2.0,3.0,Manufacturing Director,2.0,,,19271.0,8.0,Y,Yes,12.0,3.0,3.0,80.0,1.0,28.0,4.0,3.0,22.0,,14.0,10.0
1304,40.0,No,Travel_Rarely,750.0,Research & Development,12.0,3.0,,1.0,1829.0,2.0,Female,47.0,,,,1.0,,4448.0,,2.0,Y,No,12.0,3.0,2.0,80.0,,15.0,,3.0,7.0,,7.0,7.0
1305,54.0,No,Travel_Rarely,431.0,Research & Development,7.0,4.0,Medical,1.0,,,Female,68.0,,2.0,Research Scientist,,Married,6854.0,15696.0,,,No,15.0,3.0,2.0,80.0,1.0,14.0,2.0,2.0,7.0,,1.0,7.0
